DHSCLUST,goes_out,neglect_children,Urgues,Refuse_sex,Burns_Food,Overall
49,1,0,0,0,0,
49,0,0,1,0,0,
49,1,1,0,0,0,
49,0,0,0,0,0,
49,0,0,0,0,0,
49,0,0,0,0,0,
49,0,0,0,0,0,
49,0,0,0,0,0,
49,0,0,0,0,1,
49,0,0,0,0,0,
49,0,0,1,0,0,
49,0,0,0,0,0,
50,0,0,0,1,0,
50,1,1,1,1,0,
50,1,1,1,0,0,
50,0,0,1,1,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,0,1,0,1,0,
50,0,1,0,1,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,1,1,1,1,1,
50,0,1,1,1,1,
50,0,1,1,1,1,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,1,1,1,1,0,
50,1,1,1,1,1,
50,0,0,1,1,0,
50,1,1,1,1,1,
50,1,1,0,0,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,0,0,0,0,0,
50,0,0,0,1,1,
50,1,1,0,0,1,
51,0,0,0,0,0,
51,1,1,0,0,0,
51,0,1,0,0,0,
51,0,0,0,0,0,
51,0,1,0,0,0,
51,0,0,0,0,0,
51,0,1,1,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
51,1,1,1,0,0,
51,0,0,0,0,0,
51,1,1,1,0,0,
51,1,1,0,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
51,0,0,0,0,0,
52,0,0,0,0,0,
52,1,0,0,0,0,
52,1,1,1,1,1,
52,0,0,0,0,0,
52,1,1,1,0,0,
52,1,1,1,1,1,
52,0,0,1,1,0,
52,0,0,0,0,0,
52,0,0,1,1,1,
52,0,0,0,0,0,
52,1,1,1,1,1,
52,0,0,1,1,0,
52,0,0,0,0,0,
52,1,1,1,1,1,
52,1,1,1,1,1,
52,0,0,0,0,0,
52,1,1,0,0,1,
52,1,1,1,1,1,
52,1,1,0,0,0,
52,1,1,1,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,1,0,1,1,0,
53,0,1,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
53,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,1,0,
54,0,0,0,0,0,
54,0,0,0,1,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,1,1,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,1,0,0,
54,0,1,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,1,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,0,0,0,
54,0,0,1,1,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,1,1,1,0,1,
55,0,0,0,0,0,
55,1,0,0,1,1,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,8,8,8,8,8,
55,1,1,0,0,1,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,1,1,0,1,
55,1,0,1,0,1,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,0,0,0,0,
55,0,1,1,0,1,
55,0,0,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,0,0,1,0,1,
56,0,0,1,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,1,1,1,1,1,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,1,1,1,0,0,
56,1,1,1,1,1,
56,1,1,1,1,1,
56,0,0,0,0,0,
56,1,1,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,1,0,0,0,0,
56,1,1,1,0,0,
56,0,0,0,0,0,
56,0,1,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,1,1,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,0,0,0,0,0,
56,1,1,1,0,0,
56,0,1,1,0,0,
57,0,0,0,0,0,
57,1,0,1,1,0,
57,0,0,0,0,0,
57,1,1,1,1,1,
57,0,0,0,1,0,
57,0,1,1,1,1,
57,1,1,1,1,1,
57,0,1,0,0,0,
57,1,1,1,0,1,
57,0,0,0,0,0,
57,0,0,0,1,0,
57,0,0,0,0,0,
57,0,1,0,0,0,
57,1,0,1,0,1,
57,1,1,0,0,0,
57,0,0,0,0,0,
57,0,0,1,0,0,
57,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,1,1,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,1,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,1,1,1,1,0,
58,0,0,1,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
58,0,0,0,0,0,
59,0,1,1,0,0,
59,1,1,1,1,1,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,0,1,1,0,
59,0,1,1,0,0,
59,1,1,1,0,0,
59,0,0,0,0,0,
59,0,0,0,0,0,
59,0,1,1,1,1,
59,0,0,0,0,0,
59,0,1,0,0,1,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,1,1,1,0,1,
60,0,0,0,0,0,
60,8,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,1,0,0,1,0,
60,0,1,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
60,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,1,1,1,1,1,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,1,0,0,1,
61,0,1,0,0,0,
61,0,1,0,0,0,
61,1,1,1,1,1,
61,0,0,0,0,0,
61,0,1,0,0,0,
61,0,0,0,0,0,
61,0,1,0,1,0,
61,0,0,0,0,0,
61,1,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
61,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,1,1,1,0,
62,0,0,0,0,0,
62,1,1,0,1,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,1,1,0,0,0,
62,1,1,1,1,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,1,1,0,0,0,
62,0,0,0,0,0,
62,1,0,0,0,0,
62,1,1,1,1,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,1,1,1,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
62,0,0,0,0,0,
63,0,0,1,1,0,
63,0,0,0,0,0,
63,0,1,0,0,0,
63,0,0,0,0,0,
63,1,1,0,0,0,
63,0,0,0,0,0,
63,0,1,1,0,0,
63,0,0,0,0,0,
63,0,1,1,1,0,
63,0,0,0,0,0,
63,1,0,0,0,0,
63,0,1,0,0,0,
63,0,0,0,0,0,
63,0,1,1,0,0,
63,0,0,0,0,0,
63,0,0,0,0,0,
63,0,0,0,0,0,
63,0,0,0,0,0,
63,0,1,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,1,1,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,0,0,0,0,
64,0,8,0,0,1,
64,1,1,1,0,0,
64,0,0,0,0,0,
65,0,0,0,0,0,
65,0,0,0,0,0,
65,0,0,1,0,0,
65,1,1,1,1,0,
65,1,1,1,1,0,
65,0,0,0,0,0,
65,0,0,0,0,0,
65,0,0,0,1,0,
65,1,1,1,0,0,
65,0,1,1,1,1,
65,1,1,1,1,1,
65,1,1,1,1,0,
65,1,1,1,1,1,
65,1,1,1,1,1,
65,1,1,0,1,0,
65,0,0,1,1,0,
65,1,1,1,1,1,
65,1,1,1,0,0,
65,1,1,0,0,1,
65,1,1,1,1,1,
65,0,0,0,0,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,1,1,1,1,1,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,0,0,0,1,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,1,1,1,0,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,8,8,8,8,8,
66,1,1,1,1,1,
66,0,0,0,0,0,
66,0,0,0,0,0,
66,0,0,0,0,0,
67,0,0,0,0,0,
67,0,1,0,0,0,
67,1,1,1,0,0,
67,0,0,0,0,0,
67,1,0,8,1,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,1,1,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,1,1,1,1,1,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,0,0,0,0,0,
67,1,1,1,1,0,
67,0,0,0,0,0,
67,1,1,1,1,1,
67,0,0,0,0,1,
67,1,1,1,0,0,
67,1,1,1,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
68,0,1,0,0,0,
68,0,0,0,0,0,
68,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,1,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
69,0,0,0,0,0,
70,0,1,1,1,0,
70,0,0,0,0,0,
70,0,0,0,0,1,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,1,1,1,1,1,
70,1,1,0,0,0,
70,0,0,0,0,0,
70,1,1,1,1,0,
70,0,1,1,1,0,
70,0,0,0,0,1,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,0,0,0,0,0,
70,1,1,1,1,1,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,0,0,0,0,0,
71,1,1,1,0,0,
71,0,0,0,0,0,
72,0,1,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,8,1,0,0,0,
72,0,1,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,1,8,8,0,
72,0,0,0,0,0,
72,0,1,0,0,0,
72,0,1,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
72,0,0,0,0,0,
73,1,1,1,1,1,
73,0,0,0,0,0,
73,0,0,0,0,0,
73,0,1,1,0,0,
73,1,1,1,0,0,
73,1,1,0,0,1,
73,1,1,1,0,0,
73,1,1,0,0,0,
73,0,1,0,0,0,
73,0,0,0,0,0,
73,0,0,0,0,0,
73,0,0,1,0,0,
73,0,0,0,0,0,
73,0,0,0,0,0,
73,0,0,0,0,0,
73,1,1,0,0,1,
73,0,0,0,1,1,
73,0,0,0,0,0,
73,0,0,0,1,0,
73,0,0,0,0,0,
73,1,1,1,1,0,
73,1,1,1,0,1,
73,1,1,1,1,1,
73,0,0,0,0,0,
73,1,1,0,1,0,
73,0,0,0,0,0,
73,0,0,0,0,0,
73,0,0,0,0,0,
74,1,1,1,1,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,1,1,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,1,0,0,0,0,
74,0,0,0,0,0,
74,1,0,1,1,1,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,0,0,0,0,0,
74,1,1,1,0,1,
74,1,0,1,0,1,
74,0,0,0,0,0,
74,1,1,1,0,0,
74,0,0,0,0,0,
74,1,1,1,1,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,1,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,1,1,1,0,0,
75,1,1,0,1,1,
75,0,0,0,0,0,
75,0,1,0,0,0,
75,1,1,1,0,0,
75,1,1,0,0,0,
75,1,1,1,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,0,0,0,0,0,
75,1,1,0,1,1,
76,1,1,1,1,1,
76,1,1,1,1,1,
76,0,1,1,1,0,
76,0,1,1,1,0,
76,0,1,1,1,0,
76,0,1,1,1,0,
76,0,0,0,0,0,
76,1,1,1,1,1,
76,1,1,1,0,8,
76,1,1,1,1,1,
76,0,1,1,1,0,
76,0,1,1,0,0,
76,0,1,1,1,0,
76,0,0,1,0,0,
76,1,1,1,1,1,
76,0,0,0,0,0,
76,1,1,1,1,0,
76,1,1,1,1,1,
76,0,0,0,0,0,
76,0,1,1,1,0,
76,0,1,1,1,0,
76,1,1,1,1,1,
76,1,1,0,0,0,
76,0,1,1,1,0,
76,0,0,0,0,0,
76,1,1,1,1,1,
76,1,1,1,1,0,
76,0,0,0,0,0,
76,0,1,1,1,0,
76,1,1,1,1,1,
76,0,0,0,0,0,
76,1,1,0,0,0,
76,1,1,1,1,1,
76,0,1,1,1,0,
76,0,0,0,0,0,
76,0,1,1,1,0,
76,0,1,1,1,0,
76,1,1,1,1,1,
76,0,0,0,0,0,
76,0,0,0,0,0,
76,0,0,0,0,0,
76,0,1,1,1,0,
76,1,1,1,1,1,
77,0,0,1,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,1,0,1,1,1,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,1,1,1,1,1,
77,1,1,1,1,1,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,0,0,0,0,0,
77,1,1,1,1,1,
78,0,1,0,0,0,
78,0,0,0,0,0,
78,1,1,1,1,1,
78,1,1,1,0,0,
78,0,0,0,0,0,
78,0,0,0,0,0,
78,0,0,0,0,0,
78,1,1,0,0,1,
78,0,1,0,0,0,
78,0,0,0,0,0,
78,0,0,0,0,0,
78,0,0,0,0,0,
79,0,1,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,8,0,0,0,0,
79,8,0,1,0,0,
79,0,1,0,0,0,
79,0,0,0,0,0,
79,0,0,0,0,0,
79,1,0,0,0,0,
80,1,0,0,0,0,
80,0,0,0,0,0,
80,1,1,1,1,1,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,1,0,0,1,1,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
80,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,1,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,0,0,0,0,0,
81,1,1,1,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
82,0,0,1,0,0,
82,0,0,0,0,0,
82,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,1,1,1,8,1,
83,1,1,1,0,0,
83,0,0,1,1,0,
83,1,1,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,1,0,0,0,
83,0,0,0,0,0,
83,1,1,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
83,1,1,1,1,0,
83,0,0,0,0,0,
83,0,0,0,0,0,
84,0,0,0,0,0,
84,1,1,0,0,0,
84,0,0,1,0,0,
84,0,0,0,0,0,
84,1,1,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
84,1,1,1,0,0,
84,0,0,0,0,0,
84,0,0,1,0,0,
84,0,0,0,0,0,
84,0,1,0,0,0,
84,0,0,0,0,0,
84,1,0,1,0,0,
84,0,0,0,0,0,
84,0,0,0,0,0,
85,0,0,0,0,0,
85,1,1,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,1,1,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,8,8,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,1,1,0,0,0,
85,1,1,1,1,1,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,0,0,0,0,0,
85,1,1,0,1,0,
85,0,0,0,0,0,
86,0,0,0,0,0,
86,1,1,0,1,0,
86,0,0,0,0,0,
86,0,0,0,0,0,
86,1,0,0,0,0,
86,0,0,0,0,1,
86,0,0,0,0,0,
86,0,0,0,0,0,
86,1,0,0,1,0,
86,1,1,0,1,0,
86,0,1,0,0,0,
86,1,1,1,1,0,
86,0,0,0,0,0,
86,1,0,0,0,0,
86,0,0,0,1,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,1,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,1,1,1,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
87,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,8,8,8,8,8,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,1,0,0,1,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
88,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,1,0,1,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,0,0,0,
89,0,0,8,0,0,
89,0,0,0,0,0,
90,0,0,1,1,0,
90,0,0,0,0,0,
90,1,1,1,1,0,
90,1,1,1,1,0,
90,1,0,1,1,1,
90,1,1,1,1,0,
90,0,0,0,1,0,
90,0,0,0,0,0,
90,1,0,1,0,0,
90,0,1,1,0,0,
90,0,0,0,0,0,
90,1,0,1,0,0,
90,0,0,0,0,0,
90,0,0,0,0,0,
90,1,1,1,1,0,
90,0,1,0,0,0,
90,0,0,1,0,0,
90,1,1,1,1,1,
90,1,0,1,0,0,
90,1,0,1,8,0,
90,0,0,1,0,0,
90,1,1,1,1,0,
90,0,0,0,0,0,
90,0,0,1,0,0,
91,0,0,0,0,0,
91,1,1,1,1,1,
91,1,1,1,1,1,
91,1,1,1,0,0,
91,1,1,1,0,0,
91,1,1,1,1,1,
91,1,1,1,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,1,1,1,0,1,
91,0,1,1,0,1,
91,0,0,0,1,0,
91,0,1,0,0,0,
91,1,0,0,0,0,
91,0,1,0,0,0,
91,1,1,1,1,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,0,0,0,0,
91,0,1,0,0,0,
91,0,0,0,0,0,
91,1,1,1,1,1,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,1,0,0,0,
92,0,0,1,0,0,
92,0,0,0,0,0,
92,1,1,1,0,0,
92,1,1,1,1,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,0,1,0,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,0,0,0,0,
92,0,1,1,1,0,
92,1,0,0,0,0,
92,0,0,1,0,0,
92,0,0,0,0,0,
92,0,1,1,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,1,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
93,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,0,0,0,0,0,
94,1,1,0,1,0,
94,0,0,0,0,0,
95,0,0,0,0,0,
95,0,0,0,0,0,
95,1,1,1,1,1,
95,1,0,0,0,0,
95,0,1,1,1,0,
95,0,0,0,0,0,
95,0,0,0,0,0,
95,0,0,0,0,0,
95,0,0,0,0,0,
95,1,1,1,1,1,
95,0,0,0,0,0,
95,1,1,0,1,0,
95,0,0,0,0,0,
95,1,1,0,0,0,
95,1,0,0,0,0,
95,1,1,1,1,1,
95,0,0,0,0,0,
95,0,0,0,0,0,
95,0,1,0,0,0,
95,1,1,0,0,0,
95,0,0,0,0,0,
95,0,1,0,1,0,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,0,0,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,0,
96,1,1,1,1,0,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,0,1,1,0,0,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,0,
96,1,1,1,1,1,
96,0,1,1,1,0,
96,1,1,1,1,1,
96,1,1,0,0,0,
96,1,1,1,0,0,
96,0,0,0,0,0,
96,0,1,0,0,0,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,1,1,
96,1,1,1,0,0,
96,1,1,1,1,0,
96,1,1,1,1,1,
96,1,1,1,1,1,
97,0,0,0,0,0,
97,1,1,1,1,1,
97,0,0,0,0,0,
97,1,1,1,1,0,
97,1,1,1,0,0,
97,1,1,1,0,0,
97,1,1,1,0,0,
97,0,0,0,0,0,
97,1,1,1,1,0,
97,0,0,0,0,0,
97,1,1,0,0,0,
97,0,0,0,0,0,
97,1,1,1,1,0,
97,0,0,1,0,0,
97,1,1,1,0,0,
97,0,1,1,0,0,
97,0,0,0,0,0,
97,0,0,0,0,0,
97,0,0,1,0,0,
97,0,0,0,0,0,
97,1,1,1,0,0,
98,0,0,0,0,0,
98,0,0,0,0,0,
98,0,0,0,0,0,
98,0,0,0,0,0,
